kode,nama_produk,unit,trx_count,qty_sum,qty_mean,qty_median,qty_std,qty_max,qty_p75,qty_p95,outlier_jumlah_beli,permintaan_kategori
B000200,BETADINE VAGINAL 100ML,BTL,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
B000201,BETADINE THROAT SPRAY,BTL,3,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
B00037,BABY DIAPER CREAM PIGEON 60G,BTL,4,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
C0000001,CALADINE LOT 95ML,BTL,76,128.0,1.6842105263157894,1.0,1.6987095205148288,6.0,1.0,6.0,0,0
C0000002,CALADINE LOT 60ML,BTL,131,220.0,1.6793893129770991,1.0,1.6184854058063003,6.0,1.0,6.0,0,0
C0000003,CALADINE TALK 100G,BTL,19,34.0,1.7894736842105263,1.0,1.6186052764450243,6.0,1.5,6.0,0,1
C0000004,CALADINE TALK 60G,BTL,25,41.0,1.64,1.0,1.439907404430345,6.0,1.0,5.3999999999999915,0,0
C0000005,CALLUSOL,BTL,83,117.0,1.4096385542168675,1.0,0.7162937225971133,3.0,2.0,3.0,0,0
C0000006,CANDISTIN,BTL,194,761.0,3.922680412371134,2.0,7.171417144905633,30.0,2.0,30.0,0,1
C0000010,CAPTOPRIL 25MG,STRIP,325,1166.0,3.5876923076923077,2.0,7.220245620379786,60.0,3.0,20.0,0,1
C00000101,COOLANT 350ML,BTL,65,118.0,1.8153846153846154,1.0,1.7129315851441982,8.0,2.0,6.0,0,1
C00000102,COOLING 5 PLUS ORANGE,BTL,195,312.0,1.6,1.0,1.3750351448179559,10.0,1.0,4.299999999999983,0,0
C00000105,COTTON BUD,PACK,4,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
C0000012,CATAFLAM 25MG,TAB,67,571.0,8.522388059701493,3.0,13.639690533407567,50.0,6.5,50.0,0,1
C0000013,CATAFLAM 50MG,TAB,747,3945.0,5.281124497991968,2.0,12.002846169141835,100.0,4.0,13.399999999999864,1,1
C0000014,CATAFLAM D 50MG,TAB,9,36.0,4.0,3.0,3.24037034920393,11.0,6.0,8.999999999999998,0,1
C00000143,CANDESARTAN 16MG,STRIP,21,32.0,1.5238095238095237,1.0,0.8728715609439694,3.0,2.0,3.0,0,0
C0000015,CATARLENT 5ML,FLS,8,9.0,1.125,1.0,0.3535533905932738,2.0,1.0,1.6499999999999995,0,0
C0000016,CDR FORTOS,TUBE,7,9.0,1.2857142857142858,1.0,0.7559289460184545,3.0,1.0,2.3999999999999986,0,0
C00000177,CHILI PLAST 2.5CM,PCS,13,24.0,1.8461538461538463,1.0,3.05085107923876,12.0,1.0,5.399999999999984,0,1
C0000018,CEFADROXIL 500MG,STRIP,151,298.0,1.9735099337748345,1.0,2.7128017985532953,10.0,1.0,10.0,0,1
C0000021,CEFIXIME 100MG CAP,STRIP,76,142.0,1.868421052631579,1.0,2.489134281971186,10.0,1.0,10.0,0,1
C0000023,CENDO LYTEERS 15ML,FLS,105,146.0,1.3904761904761904,1.0,0.7531375154751736,6.0,2.0,3.0,0,0
C0000027,CENDO XITROL MINI DOSE,PACK,20,26.0,1.3,1.0,0.4701623459816272,2.0,2.0,2.0,0,0
C0000028,CENDO XITROL TM 5ML,FLS,69,100.0,1.4492753623188406,1.0,0.7771787568631506,3.0,2.0,3.0,0,0
C0000029,CEREBROFORT EXCEL,STRIP,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
C0000031,CEREBROFORT GOLD,BTL,23,35.0,1.5217391304347827,1.0,1.1626601636447695,6.0,1.5,3.0,0,0
C0000032,CETIRIZINE 10MG,STRIP,1101,3027.0,2.749318801089918,1.0,5.8468959899560735,60.0,2.0,15.0,0,1
C0000033,CHLORAMFECORT H CR 10G,TUBE,48,76.0,1.5833333333333333,1.0,1.0883001254803601,6.0,2.0,3.0,0,0
C0000035,CINOLON CR,TUBE,12,19.0,1.5833333333333333,1.0,0.90033663737852,3.0,2.25,3.0,0,0
C0000037,CIPROFLOXACIN 500MG,STRIP,82,161.0,1.9634146341463414,1.0,2.6733486743404824,10.0,1.0,10.0,0,1
C0000040,CLINDAMYCIN 150MG,STRIP,24,40.0,1.6666666666666667,1.0,1.5227739752537621,5.0,1.0,5.0,0,0
C0000041,CLINDAMYCIN 300MG,STRIP,21,33.0,1.5714285714285714,1.0,1.4342743312012722,5.0,1.0,5.0,0,0
C0000042,CLINOVIR CR 5G,TUBE,15,15.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
C0000043,COD LIVER OIL,BTL,58,81.0,1.396551724137931,1.0,0.6993645028195188,3.0,2.0,3.0,0,0
C0000046,CONTREXIN,STRIP,140,2393.0,17.09285714285714,10.0,31.07218248131448,200.0,20.0,100.0,1,1
C0000051,COUNTERPAIN 15 GR,TUBE,123,179.0,1.4552845528455285,1.0,0.7814659670838194,3.0,2.0,3.0,0,0
C0000052,COUNTERPAIN 30,TUBE,64,84.0,1.3125,1.0,0.6393200753379785,4.0,1.0,2.8499999999999943,0,0
C0000053,COUNTERPAIN 5 GR,TUBE,128,201.0,1.5703125,1.0,1.0170483288170755,6.0,2.25,3.0,0,0
C0000054,COUNTERPAIN 60,TUBE,31,37.0,1.1935483870967742,1.0,0.542792461180126,3.0,1.0,2.5,0,0
C0000055,CTM PIM,STRIP,132,477.0,3.6136363636363638,1.0,7.347064353525889,48.0,3.0,24.0,0,1
C0000058,CURCUMA IMUNS,BTL,5,7.0,1.4,1.0,0.8944271909999159,3.0,1.0,2.5999999999999996,0,0
C0000059,CURCUMA PLUS DHA JERUK,BTL,101,149.0,1.4752475247524752,1.0,0.8196835902461458,3.0,2.0,3.0,0,0
C0000060,CURCUMA PLUS DHA STRAW,BTL,60,89.0,1.4833333333333334,1.0,0.9653605046586492,6.0,1.25,3.0,0,0
C0000062,COUNTERPAIN COOL 15GR,TUBE,26,39.0,1.5,1.0,0.7071067811865475,3.0,2.0,3.0,0,0
C0000063,COUNTERPAIN COOL 30GR,TUBE,10,14.0,1.4,1.0,0.6992058987801011,3.0,1.75,2.549999999999999,0,0
C0000064,CATARLENT TM 15 ML,BTL,5,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
C0000065,CEREBROFORT GOLD STRAW,BTL,17,25.0,1.4705882352941178,1.0,0.7998161553463029,3.0,2.0,3.0,0,0
C0000066,COLDREXIN SYR,BTL,94,159.0,1.6914893617021276,1.0,1.2617328564164756,6.0,2.0,4.0,0,0
C0000067,COMBANTRIN 10ML,BTL,290,545.0,1.8793103448275863,1.0,2.289418915160956,12.0,1.0,6.0,0,1
C0000070,CAVIPLEX TAB,STRIP,553,1717.0,3.1048824593128392,1.0,21.759801923307894,500.0,2.0,10.0,1,1
C0000071,CANESTEN 5 GR,TUBE,72,109.0,1.5138888888888888,1.0,0.9343681386190099,6.0,2.0,3.0,0,0
C0000072,CALCIFAR PLUS,STRIP,31,98.0,3.161290322580645,1.0,3.5317302104733157,10.0,2.0,10.0,0,1
C0000073,CEK TEKANAN DARAH,KALI,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
C0000075,COMBANTRIN 250MG,STRIP,181,445.0,2.458563535911602,1.0,5.2073341583019745,25.0,1.0,4.0,0,1
C0000076,CAVIPLEX SYR,BTL,53,91.0,1.7169811320754718,1.0,1.7691518881891706,12.0,2.0,4.0,0,0
C0000078,CALORTUSIN,STRIP,259,612.0,2.362934362934363,1.0,4.26899956050748,30.0,2.0,10.0,0,1
C0000079,COPAL CHEST 25 GR,TUBE,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
C0000080,CURVIT SYR 60 ML,BTL,32,40.0,1.25,1.0,0.508000508000762,3.0,1.0,2.0,0,0
C0000082,CURCUMA PLUS GROW JRK,BTL,43,51.0,1.186046511627907,1.0,0.45017530730702027,3.0,1.0,2.0,0,0
C0000083,CURVIT CL,BTL,121,238.0,1.9669421487603307,1.0,2.5946543902721753,10.0,1.0,10.0,0,1
C0000086,CDR JERUK,BTL,226,356.0,1.575221238938053,1.0,1.384391144050221,12.0,1.0,4.0,0,0
C0000091,CEREBROFORT MARINE GUMMY ORANGE,SACH,24,60.0,2.5,1.0,3.1207579904219758,10.0,1.25,10.0,0,1
C0000092,CEREBROFORT MARINE GUMMY MANGO,SACH,26,47.0,1.8076923076923077,1.0,2.4498037598016826,10.0,1.0,8.25,0,1
C0000097,COUNTERPAIN 120GR,TUBE,17,17.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
C0000099,CHILI PLAST,ROL,162,293.0,1.808641975308642,1.0,4.068564461558211,24.0,1.0,2.0,0,1
C00001,CALCID PLUS EFF,BTL,6,10.0,1.6666666666666667,1.0,1.0327955589886446,3.0,2.5,3.0,0,0
C0000100,CALADINE BABY POW 50GR,BTL,3,5.0,1.6666666666666667,1.0,1.1547005383792517,3.0,2.0,2.8,0,0
C0000101,COOLING 5 SPRAY,BTL,104,148.0,1.4230769230769231,1.0,0.8324989599376305,6.0,2.0,3.0,0,0
C0000103,CENTABIO GEL,TUBE,59,88.0,1.4915254237288136,1.0,1.0064084547492462,6.0,1.0,3.0,0,0
C0000104,CHILI PLAST KECIL,ROL,129,254.0,1.9689922480620154,1.0,4.698633419171146,36.0,1.0,2.5999999999999943,0,1
C0000106,CD SUNAT,PCS,58,88.0,1.5172413793103448,1.0,0.6280400956678523,3.0,2.0,3.0,0,0
C0000107,CALADINE BABY 100GR,BTL,6,8.0,1.3333333333333333,1.0,0.816496580927726,3.0,1.0,2.5,0,0
C0000110,CATAFLAM FAST 50MG,SACH,12,36.0,3.0,2.0,2.891995221924885,9.0,3.0,9.0,0,1
C0000111,CUSTODIOL,STRIP,25,47.0,1.88,1.0,1.6411378166788229,6.0,2.0,6.0,0,1
C0000113,COPARCETIN SYR,BTL,15,24.0,1.6,1.0,0.9102589898327995,3.0,2.5,3.0,0,0
C0000115,COPARCETIN KIDS,BTL,41,69.0,1.6829268292682926,1.0,1.105419024403052,6.0,3.0,3.0,0,0
C0000116,CANDERIN 8,STRIP,1,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0,1
C0000118,COUNTERPAIN COOL 5GR,TUBE,109,164.0,1.5045871559633028,1.0,0.9489160796033542,6.0,1.0,3.0,0,0
C0000126,COLFIN SYR,BTL,444,1058.0,2.3828828828828827,1.0,4.863581414541026,40.0,2.0,5.849999999999966,0,1
C0000129,COLFIN TAB,STRIP,95,189.0,1.9894736842105263,1.0,3.057932610065887,20.0,1.0,10.0,0,1
C0000132,CITOCETINE 60ML,BTL,41,63.0,1.5365853658536586,1.0,1.0746525246704106,6.0,1.0,3.0,0,0
C0000139,CATARLENT MINI DOSE,STRIP,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
C0000140,CHILD GO COKLAT 140ML,BTL,80,153.0,1.9125,1.0,2.0263688919039264,12.0,1.25,6.0,0,1
C0000141,CHILD GO STRAW 140ML,BTL,82,152.0,1.853658536585366,1.0,2.025284319131832,12.0,1.0,6.0,0,1
C0000142,CANDESARTAN 8MG,STRIP,34,48.0,1.411764705882353,1.0,0.8208512602438095,3.0,1.0,3.0,0,0
C0000149,CTM 4MG BTL,BTL,13,24.0,1.8461538461538463,1.0,3.05085107923876,12.0,1.0,5.399999999999984,0,1
C0000152,CHIL GO VANILA 140ML,BTL,78,148.0,1.8974358974358974,1.0,2.092595130204211,12.0,1.0,6.0,0,1
C0000161,CIMORY,BTL,141,261.0,1.851063829787234,1.0,1.7400171190158116,6.0,2.0,6.0,0,1
C0000162,CENDO LYTEERS MD,STRIP,33,38.0,1.1515151515151516,1.0,0.3641095406272095,2.0,1.0,2.0,0,0
C0000164,CIMORY KOTAK,KOTAK,5,11.0,2.2,1.0,2.16794833886788,6.0,2.0,5.199999999999999,0,1
C0000165,CIMORY MINI,BTL,204,916.0,4.490196078431373,2.0,6.965424953938566,30.0,5.0,29.24999999999997,0,1
C0000166,CEFADROXIL SYR 60ML,BTL,5,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
C0000167,CAPTOPRIL 50MG,STRIP,30,96.0,3.2,1.5,6.12175318589091,30.0,2.0,12.799999999999955,0,1
C0000169,CARBIDU 0.75MG,STRIP,107,317.0,2.9626168224299065,1.0,5.721401783711554,40.0,2.0,20.0,0,1
C0000170,COPARCETIN TABLET,STRIP,24,61.0,2.5416666666666665,1.0,4.170071072970242,20.0,2.0,9.099999999999987,0,1
C0000171,CEFIXIME D.S 100MG 30ML,BTL,75,109.0,1.4533333333333334,1.0,0.8268032435855606,3.0,1.0,3.0,0,0
C0000178,CALCIFAR,STRIP,22,54.0,2.4545454545454546,1.0,3.1430539096216403,10.0,1.75,10.0,0,1
C0000179,CEFADROXIL DS 250MG,BTL,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
C0000180,CALORTUSIN SYR 60ML,SYR,28,45.0,1.6071428571428572,1.0,1.4991179064218054,6.0,1.0,5.649999999999999,0,0
C0000181,CAZETIN DROP,BTL,11,14.0,1.2727272727272727,1.0,0.46709936649691375,2.0,1.5,2.0,0,0
C0000183,CEFIXIME 200MG KAP,STRIP,52,87.0,1.6730769230769231,1.0,2.2204146746272757,10.0,1.0,7.249999999999979,0,0
C0000185,CETZIN KAP,STRIP,11,14.0,1.2727272727272727,1.0,0.46709936649691375,2.0,1.5,2.0,0,0
C0000187,CETIRIZINE SYR 60ML,BTL,16,19.0,1.1875,1.0,0.4031128874149275,2.0,1.0,2.0,0,0
C0000188,C1000,SCHET,16,451.0,28.1875,12.0,45.83480300674005,144.0,12.0,144.0,1,1
C0000189,CAL-95,STRIP,15,24.0,1.6,1.0,1.4040757000349275,5.0,1.0,5.0,0,0
C0000190,CINOLON N CR 5GR,TUBE,24,37.0,1.5416666666666667,1.0,0.8329709356935241,3.0,2.0,3.0,0,0
C0000191,CAREPLUS SEPTIAIR,BTL,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
C0000192,CAREPLUS SEPTI WIPES,PCS,6,8.0,1.3333333333333333,1.0,0.5163977794943222,2.0,1.75,2.0,0,0
C0000194,CLOPIDOGREL TAB 75MG,STRIP,2,4.0,2.0,2.0,1.4142135623730951,3.0,2.5,2.9,0,1
C0000195,CUSSONS BABY POWDER 100GR,BTL,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
C0000196,CIMORY SQUEEZE,PCS,183,392.0,2.1420765027322406,1.0,2.544446668975011,12.0,2.0,6.0,0,1
C0000197,CURCUMA 20MG TABLET,STRIP,25,60.0,2.4,1.0,2.9011491975882016,10.0,2.0,10.0,0,1
C0000198,CHILGO MADU 300GR,BOX,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
C0000199,COMTUSI SYR 100ML,BTL,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
C0000200,CETIRIZINE DROPS,BTL,3,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
C0000201,CAVICUR SYR,BTL,14,22.0,1.5714285714285714,1.0,1.3985864135061359,6.0,1.0,4.049999999999999,0,0
C0000203,CURCUMA PLUS HONEY SYR ORI 100ML,BTL,3,4.0,1.3333333333333333,1.0,0.5773502691896257,2.0,1.5,1.9,0,0
C0000204,CAVIPLEX D TAB,STRIP,4,18.0,4.5,1.0,7.0,15.0,4.5,12.899999999999995,0,1
C0000205,CAVIPLEX CDEZ,STRIP,61,203.0,3.3278688524590163,1.0,7.792563359758262,50.0,1.0,12.0,0,1
C0000207,CDR STRIP,STRIP,2,13.0,6.5,6.5,7.7781745930520225,12.0,9.25,11.45,0,1
C000050,CIMORY UHT 250,BTL,29,67.0,2.310344827586207,1.0,2.0196083120224446,6.0,2.0,6.0,0,1
C000125,CALADINE ADULT 100GR,BTL,7,12.0,1.7142857142857142,1.0,1.8898223650461359,6.0,1.0,4.4999999999999964,0,0
C000137,CURVIT KAPLET,STRIP,67,123.0,1.835820895522388,1.0,1.5432847193603996,5.0,2.0,5.0,0,1
C000140,CANESTEN CR 10G,TUBE,84,136.0,1.619047619047619,1.0,1.5823176680187778,12.0,1.25,3.0,0,0
C000144,C2FIT,TAB,89,621.0,6.977528089887641,4.0,17.924068080307475,144.0,4.0,12.0,1,1
C000147,CTM STRIP,STRIP,102,376.0,3.6862745098039214,2.0,6.512714741951845,30.0,3.0,19.499999999999886,0,1
C000148,CTM SYR 60ML,BTL,3,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
C000150,CIMORY UHT 125,PCS,210,471.0,2.242857142857143,1.0,3.107803333295329,12.0,1.75,12.0,0,1
C000151,CORSLIM 180ML,BTL,2,3.0,1.5,1.5,0.7071067811865476,2.0,1.75,1.95,0,0
C000152,CURCUMA ZEDOARIA,BTL,1,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0,1
D0000001,DACTARIN 5 GR,TUBE,74,107.0,1.445945945945946,1.0,0.8299511768424956,4.0,1.0,3.0,0,0
D0000002,DECOLGEN,STRIP,225,536.0,2.382222222222222,1.0,3.972634566232514,25.0,2.0,12.0,0,1
D0000003,DECOLSIN,STRIP,23,69.0,3.0,2.0,4.908249086070214,25.0,2.5,4.899999999999999,0,1
D0000005,DEGIROL,STRIP,13,34.0,2.6153846153846154,1.0,3.8845519162116484,15.0,2.0,8.999999999999986,0,1
D0000009,DERMATIX ULTRA GEL,TUBE,4,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
D000001,DEMACOLIN SYR 60ML,BTL,837,2220.0,2.652329749103943,1.0,8.431530305812466,60.0,1.0,4.0,0,1
D0000012,DEXANTA SYR,BTL,83,134.0,1.6144578313253013,1.0,1.1669360057401608,6.0,2.0,3.0,0,0
D0000013,DEXTAMINE,TAB,88,1610.0,18.295454545454547,10.0,26.00714273722186,100.0,10.0,100.0,1,1
D0000014,DEXTEEM,STRIP,25,75.0,3.0,1.0,5.944184833375668,30.0,2.0,8.999999999999986,0,1
D0000015,DEXTEEM PLUS,TAB,752,23620.0,31.409574468085108,10.0,54.999162940777495,300.0,20.0,200.0,1,1
D0000016,DEXTRAL,STRIP,46,152.0,3.3043478260869565,1.0,13.229377351968344,90.0,1.0,2.0,1,1
D0000017,DIABETASOL CKLT 180G,BOX,7,8.0,1.1428571428571428,1.0,0.3779644730092272,2.0,1.0,1.6999999999999993,0,0
D0000018,DIABETASOL VNLA 180G,BOX,4,5.0,1.25,1.0,0.5,2.0,1.25,1.8499999999999996,0,0
D0000019,DIAPET,STRIP,11,16.0,1.4545454545454546,1.0,0.5222329678670935,2.0,2.0,2.0,0,0
D000002,DEMACOLIN TAB,STRIP,8,40.0,5.0,2.0,6.761234037828133,20.0,4.75,16.499999999999993,0,1
D0000020,DOMPERIDON 10MG,STRIP,167,356.0,2.1317365269461077,1.0,2.8317283627716154,20.0,2.0,10.0,0,1
D0000021,DRAGON MENTHOL HSP,PCS,24,48.0,2.0,1.0,3.106794797382582,12.0,1.0,10.64999999999998,0,1
D00000210,DELIPUS TAB,BTL,4,6.0,1.5,1.0,1.0,3.0,1.5,2.6999999999999993,0,0
D0000024,DULCOLAX,STRIP,105,196.0,1.8666666666666667,1.0,4.5806169106411065,40.0,1.0,2.0,0,1
D0000033,DIABETASOL VITA COKL 600 GR,BOX,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
D0000034,DIANE KB,BOX,24,24.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
D0000035,DUMOCYCLINE 250MG,KAP,178,4870.0,27.359550561797754,10.0,81.37445665813712,500.0,10.0,40.0,1,1
D0000036,DULCOLAX ANAK SUPPO,SUPPO,9,16.0,1.7777777777777777,1.0,1.6414763002993509,6.0,2.0,4.399999999999999,0,1
D0000037,DIPROSONE OV,TUBE,5,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
D0000038,DIAPET NR,STRIP,32,81.0,2.53125,1.0,4.690308298553931,20.0,1.0,11.74999999999999,0,1
D0000039,DENTASOL GIGI,TUBE,66,100.0,1.5151515151515151,1.0,0.7892045506988812,3.0,2.0,3.0,0,0
D0000040,DIABETASOL VANILA 600 GR,BOX,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
D0000041,DACTARIN CR 10G,TUBE,42,61.0,1.4523809523809523,1.0,0.8323455237146719,3.0,1.0,3.0,0,0
D0000044,DIRECTTEST CAWAN,DUS,26,38.0,1.4615384615384615,1.0,0.8593378488473195,3.0,1.0,3.0,0,0
D000005,DEXKETOPROFEN TAB,STRIP,4,6.0,1.5,1.0,1.0,3.0,1.5,2.6999999999999993,0,0
D0000053,DIAPET ANAK,SACH,30,146.0,4.866666666666666,3.0,4.407934329986243,18.0,5.0,12.0,0,1
D0000054,DECADRYL SYR,BTL,26,41.0,1.5769230769230769,1.0,1.2057554287027505,6.0,1.0,3.0,0,0
D0000057,DOT DODO 60ML,BTL,108,208.0,1.9259259259259258,1.0,4.008644173110316,20.0,1.0,2.6499999999999915,0,1
D0000064,DETTOL LIQ 250ML,BTL,19,25.0,1.3157894736842106,1.0,0.6710382982072027,3.0,1.0,3.0,0,0
D0000071,DRAMAMINE,STRIP,102,184.0,1.803921568627451,1.0,2.5641829057198,10.0,1.0,10.0,0,1
D0000072,DEXANTA TAB,STRIP,410,1185.0,2.8902439024390243,1.0,4.741241049401769,30.0,2.0,20.0,0,1
D0000075,DETTOL LIQ 100ML,BTL,59,91.0,1.5423728813559323,1.0,1.1191442836058991,6.0,1.0,4.0,0,0
D0000076,DRAGON MENTHOL HSB,PCS,13,24.0,1.8461538461538463,1.0,1.863963243832607,6.0,1.0,6.0,0,1
D0000077,DARSI KAPSUL,BOX,23,44.0,1.9130434782608696,1.0,1.729767285405779,6.0,2.0,6.0,0,1
D0000078,DULCOLAK DEWASA SUPPO,SUPPO,13,26.0,2.0,1.0,1.7320508075688772,5.0,2.0,5.0,0,1
D0000082,DIPROGENTA,TUBE,14,14.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
D0000085,DECADRYL SYR 120 ML,BTL,89,287.0,3.2247191011235956,1.0,6.14179572680048,40.0,2.0,20.0,0,1
D0000087,DEHISTA,STRIP,225,656.0,2.9155555555555557,1.0,5.303888211371934,40.0,2.0,20.0,0,1
D0000090,DARYANT-TULLE,SACH,45,127.0,2.8222222222222224,1.0,3.4131356476845376,10.0,2.0,10.0,0,1
D0000091,DIAPET SYR 60ML,BTL,24,33.0,1.375,1.0,0.7109393663377318,3.0,1.25,3.0,0,0
D0000097,DETTOL LIQ 50ML,BTL,40,63.0,1.575,1.0,1.174242800210482,6.0,1.0,4.0,0,0
D0000098,DOT PIGEON 120ML,BTL,19,30.0,1.5789473684210527,1.0,0.6924826089821247,3.0,2.0,3.0,0,0
D0000099,DOT PIGEON 240ML,BTL,12,15.0,1.25,1.0,0.45226701686664544,2.0,1.25,2.0,0,0
D0000100,DE COUGH MENTHOL 60ML,BTL,34,43.0,1.2647058823529411,1.0,0.6655516522273318,3.0,1.0,3.0,0,0
D0000101,DOT PIGEON 50ML,BTL,10,13.0,1.3,1.0,0.4830458915396479,2.0,1.75,2.0,0,0
D0000105,DE COUGH STRAWBERY 60ML,BTL,12,16.0,1.3333333333333333,1.0,0.778498944161523,3.0,1.0,3.0,0,0
D0000106,DEXIGEN CR,TUBE,125,235.0,1.88,1.0,1.5943448447155237,6.0,2.0,6.0,0,1
D000017,DEXTRAL SYR 60ML,BTL,13,24.0,1.8461538461538463,1.0,3.05085107923876,12.0,1.0,5.399999999999984,0,1
D0000171,DOMPERIDON SUSP 60ML,BTL,30,42.0,1.4,1.0,0.6214554662658652,3.0,2.0,2.549999999999997,0,0
D0000172,DE COUGH ORANGE 60ML,BTL,16,18.0,1.125,1.0,0.34156502553198664,2.0,1.0,2.0,0,0
D0000173,DESOXIMETHASONE 0.25 CR 15G,TUBE,184,374.0,2.032608695652174,1.0,3.01526566612314,12.0,1.0,12.0,0,1
D0000178,DILTIZEM 30MG,STRIP,2,18.0,9.0,9.0,1.4142135623730951,10.0,9.5,9.9,0,1
D0000179,DETTOL SOAP 65G,PCS,9,14.0,1.5555555555555556,1.0,0.881917103688197,3.0,2.0,3.0,0,0
D0000180,DERMAFIX 10X25,PCS,15,26.0,1.7333333333333334,1.0,2.3135213317324204,10.0,1.0,4.3999999999999915,0,0
D0000184,DIVOLTAR 50MG,STRIP,189,467.0,2.4708994708994707,1.0,2.84632083078402,15.0,2.0,10.0,0,1
D0000188,DE COUGH GINGER 60ML,BTL,6,6.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
D0000189,DEGIROL STRIP,STRIP,126,234.0,1.8571428571428572,1.0,2.563479777846623,10.0,1.0,10.0,0,1
D0000191,DOT RELIABLE 240ML,BTL,12,15.0,1.25,1.0,0.4522670168666455,2.0,1.25,2.0,0,0
D0000192,DOT RELIABLE 125ML,BTL,9,13.0,1.4444444444444444,1.0,0.7264831572567789,3.0,2.0,2.5999999999999996,0,0
D0000193,DOT RELIABLE RING JUICE 60ML,BTL,5,14.0,2.8,1.0,4.024922359499621,10.0,1.0,8.2,0,1
D0000194,DRAGON MIYAK SEREH 60ML,BTL,17,24.0,1.411764705882353,1.0,0.7952062255644573,3.0,1.0,3.0,0,0
D0000195,DRAGON MINYAK SEREH 30ML,BTL,10,13.0,1.3,1.0,0.6749485577105528,3.0,1.0,2.549999999999999,0,0
D0000196,DERMATIX ULTRA GEL 5GR,TUBE,24,24.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
D0000198,DRAGON MINYAK SEREH 100ML,BTL,15,23.0,1.5333333333333334,1.0,0.915475416434127,3.0,2.0,3.0,0,0
D0000200,DICLOFENAC DIETHYLAMINE 20GR,TUBE,6,6.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
D0000204,DICOM TAB,STRIP,17,56.0,3.2941176470588234,1.0,7.217727359445916,30.0,1.0,13.999999999999986,0,1
D0000205,D-CARE,STRIP,5,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
D0000207,DETTOL LIQ 495ML,BTL,5,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
D0000208,DETTOL HAND SANITIZER 50ML,BTL,10,16.0,1.6,1.0,1.5776212754932308,6.0,1.0,4.199999999999996,0,0
D0000210,DICLOFENAC DIETHYLAMINE 50GR,TUBE,20,25.0,1.25,1.0,0.44426165831931924,2.0,1.25,2.0,0,0
D0000213,DAMABEN PAED DROPS,BTL,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
D0000214,DIABETASOL WAFER CKLAT 100GR,BOX,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
D0000215,DAPYRIN SYR 60ML,BTL,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
D0000216,DAY DAY SARANG BURUNG 300ML,KLNG,10,22.0,2.2,1.0,3.457680661303984,12.0,1.0,7.499999999999989,0,1
D0000217,DIPROGENTA OINT 5GR,TUBE,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
D000023,DOT SILICON M,PCS,2,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
D0000789,DERMAFOOT CR 30g,BTL,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0
D000209,DETTOL SABUN CUCI TGN,BTL,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0,1
E0000002,ELTAZON,TAB,591,14600.0,24.703891708967852,10.0,47.38635255596011,300.0,20.0,200.0,1,1
E0000003,ENBATIC POW,SACH,116,237.0,2.043103448275862,1.0,4.593742892578821,36.0,2.0,3.0,0,1
E0000005,ENKASARI,BTL,24,34.0,1.4166666666666667,1.0,0.6538625481582945,3.0,2.0,2.849999999999998,0,0
